Image,Window,R,G,B
13.jpg,Temp_62,124.0025,153.44,136.3025
13.jpg,Temp_65,127.0175,152.4975,131.755
13.jpg,Temp_71,114.845,139.4675,130.8225
14.jpg,W_Ref,156.12,184.12,144.12
14.jpg,B_Ref,2.9925,1.6675,1.35
14.jpg,Temp_40,113.955,139.2925,95.485
14.jpg,Temp_44,130.32,157.855,111.81
14.jpg,Temp_46,126.5,152.33,101.5425
14.jpg,Temp_49,147.1175,172.9625,131.58
14.jpg,Temp_54,140.68,167.0625,138.4775
14.jpg,Temp_60,131.445,165.1625,143.9925
14.jpg,Temp_62,123.81750000000001,152.28,137.0375
14.jpg,Temp_65,127.325,152.39000000000001,131.66
14.jpg,Temp_71,109.8775,143.3425,130.48
15.jpg,W_Ref,155.8475,183.51500000000001,146.3775
15.jpg,B_Ref,2.99,1.58,1.665
15.jpg,Temp_40,114.61,139.475,94.155
15.jpg,Temp_44,131.86,158.305,112.61500000000001
15.jpg,Temp_46,126.1725,152.2475,102.6925
15.jpg,Temp_49,146.3925,173.6775,132.025
15.jpg,Temp_54,140.565,167.38750000000002,138.62
15.jpg,Temp_60,131.325,164.8975,142.665
15.jpg,Temp_62,121.94500000000001,154.92000000000002,136.1625
15.jpg,Temp_65,127.41250000000001,152.98250000000002,130.57750000000001
15.jpg,Temp_71,113.845,140.3775,128.1225
16.jpg,W_Ref,155.8725,183.35,148.065
16.jpg,B_Ref,2.9575,1.5625,2.045
16.jpg,Temp_40,113.095,140.5725,93.0
16.jpg,Temp_44,130.4725,158.355,112.1575
16.jpg,Temp_46,125.7175,151.52,101.46000000000001
16.jpg,Temp_49,146.2925,173.04500000000002,132.025
16.jpg,Temp_54,141.25,166.49,139.51500000000001
16.jpg,Temp_60,133.0975,165.5275,142.115
16.jpg,Temp_62,121.2025,154.6725,136.115
16.jpg,Temp_65,127.10000000000001,152.29500000000002,130.57
16.jpg,Temp_71,111.645,142.8425,132.85
17.jpg,W_Ref,156.0025,183.6625,146.6425
17.jpg,B_Ref,3.5475,1.82,0.8625
17.jpg,Temp_40,115.0325,138.4,93.88250000000001
17.jpg,Temp_44,129.9025,158.595,111.9875
17.jpg,Temp_46,125.5475,151.925,102.025
17.jpg,Temp_49,146.7275,173.3975,131.53
17.jpg,Temp_54,140.47,166.05,138.5725
17.jpg,Temp_60,131.4425,164.9075,144.9975
17.jpg,Temp_62,123.0175,153.0025,137.3925
17.jpg,Temp_65,128.7625,150.84,131.8675
17.jpg,Temp_71,111.81,142.58,132.605
18.jpg,W_Ref,155.595,183.7525,144.615
18.jpg,B_Ref,3.9050000000000002,1.7425,1.0
18.jpg,Temp_40,113.4825,140.105,93.7125
18.jpg,Temp_44,131.945,157.3025,111.5
18.jpg,Temp_46,126.63250000000001,152.16,102.645
18.jpg,Temp_49,146.0725,174.2125,131.86
18.jpg,Temp_54,140.4125,166.3425,139.31
18.jpg,Temp_60,131.315,164.9925,142.5325
18.jpg,Temp_62,122.8775,153.7925,136.305
18.jpg,Temp_65,127.27,152.41,131.5225
18.jpg,Temp_71,112.1725,140.9025,131.5
19.jpg,W_Ref,155.9775,183.665,143.84
19.jpg,B_Ref,2.525,1.8675,0.3
19.jpg,Temp_40,114.62,138.505,93.705
19.jpg,Temp_44,132.16,157.945,112.4975
19.jpg,Temp_46,126.275,152.38,103.0625
19.jpg,Temp_49,146.0425,172.9375,131.4
19.jpg,Temp_54,140.61,167.6575,139.935
19.jpg,Temp_60,131.8425,165.2175,145.18
19.jpg,Temp_62,122.8525,153.49,137.25
19.jpg,Temp_65,127.3325,152.6,130.7
19.jpg,Temp_71,111.51,143.1675,131.305
20.jpg,W_Ref,155.76,183.285,147.52
20.jpg,B_Ref,6.1075,0.5375,1.59
20.jpg,Temp_40,115.92750000000001,138.9925,95.50750000000001
20.jpg,Temp_44,132.25,158.0275,112.58
20.jpg,Temp_46,125.9625,152.805,102.005
20.jpg,Temp_49,146.23250000000002,173.60750000000002,131.8925
20.jpg,Temp_54,139.52,168.09,138.9375
20.jpg,Temp_60,131.93,164.6875,144.5625
20.jpg,Temp_62,122.47500000000001,153.5375,135.435
20.jpg,Temp_65,128.0625,151.9325,132.49
20.jpg,Temp_71,110.0475,141.9875,130.195
21.jpg,W_Ref,155.685,183.065,150.895
21.jpg,B_Ref,6.0325,1.665,0.775
21.jpg,Temp_40,113.08500000000001,140.1575,95.51
21.jpg,Temp_44,130.62,158.415,112.2975
21.jpg,Temp_46,126.515,152.34,101.84
21.jpg,Temp_49,146.2075,172.7075,132.26500000000001
21.jpg,Temp_54,138.625,168.0875,139.125
21.jpg,Temp_60,132.73250000000002,165.1025,142.92000000000002
21.jpg,Temp_62,127.0875,152.0925,134.8825
21.jpg,Temp_65,128.48250000000002,151.0025,131.945
21.jpg,Temp_71,111.0725,142.845,132.2475
22.jpg,W_Ref,155.62,183.5825,143.855
22.jpg,B_Ref,5.82,1.4875,0.6375000000000001
22.jpg,Temp_40,114.88,139.18,96.3
22.jpg,Temp_44,131.945,157.7925,112.345
22.jpg,Temp_46,125.9525,152.115,101.0875
22.jpg,Temp_49,146.345,172.4325,132.3975
22.jpg,Temp_54,141.3225,166.8675,139.535
22.jpg,Temp_60,131.16,165.31,141.935
22.jpg,Temp_62,122.675,154.22,136.1575
22.jpg,Temp_65,127.465,152.9325,130.5875
22.jpg,Temp_71,112.3575,142.91,131.3225
23.jpg,W_Ref,155.97,184.1875,142.8525
23.jpg,B_Ref,6.0125,0.0125,1.9675
23.jpg,Temp_40,114.2225,139.62,94.7
23.jpg,Temp_44,131.4125,159.0075,112.965
23.jpg,Temp_46,126.395,152.685,102.29
23.jpg,Temp_49,146.09,173.52,131.5725
23.jpg,Temp_54,140.5525,167.8225,139.9125
23.jpg,Temp_60,131.34,164.5425,143.8
23.jpg,Temp_62,126.965,151.915,135.9675
23.jpg,Temp_65,127.7275,153.01250000000002,131.7725
23.jpg,Temp_71,113.99000000000001,140.665,132.07750000000001
24.jpg,W_Ref,155.7425,183.175,148.0625
24.jpg,B_Ref,4.89,0.63,1.9575
24.jpg,Temp_40,114.2,138.3075,94.53
24.jpg,Temp_44,129.975,158.83,112.41
24.jpg,Temp_46,126.67,152.445,102.3625
24.jpg,Temp_49,147.01,173.74,131.84
24.jpg,Temp_54,137.33,169.98250000000002,139.3475
24.jpg,Temp_60,131.48250000000002,166.235,143.58
24.jpg,Temp_62,123.8075,153.65,135.075
24.jpg,Temp_65,128.695,154.355,131.965
24.jpg,Temp_71,111.3425,142.76500000000001,132.4925
25.jpg,W_Ref,156.0,183.0925,150.745
25.jpg,B_Ref,3.1125000000000003,1.635,1.5775000000000001
25.jpg,Temp_40,114.2425,139.475,94.8075
25.jpg,Temp_44,130.82,158.755,112.5675
25.jpg,Temp_46,127.1675,152.5375,101.64750000000001
25.jpg,Temp_49,144.11,172.7875,132.605
25.jpg,Temp_54,140.74,167.0875,139.505
25.jpg,Temp_60,132.385,165.93,142.76
25.jpg,Temp_62,127.86500000000001,152.4225,137.15
25.jpg,Temp_65,127.3325,152.525,131.76500000000001
25.jpg,Temp_71,113.3,140.9875,130.27
26.jpg,W_Ref,155.7125,183.4175,148.1225
26.jpg,B_Ref,2.9425,1.5625,2.02
26.jpg,Temp_40,114.68,139.10750000000002,95.23
26.jpg,Temp_44,130.3,157.57500000000002,111.69
26.jpg,Temp_46,126.9225,152.615,102.87
26.jpg,Temp_49,144.07,174.2875,131.1425
26.jpg,Temp_54,139.8525,167.53,139.375
26.jpg,Temp_60,131.79500000000002,164.63,143.2125
26.jpg,Temp_62,124.035,153.3125,136.0175
26.jpg,Temp_65,126.7225,153.1125,131.6225
26.jpg,Temp_71,111.285,143.3375,131.1825
27.jpg,W_Ref,156.04,183.605,147.495
27.jpg,B_Ref,4.74,0.8225,1.6675
27.jpg,Temp_40,113.6525,138.0725,98.11500000000001
27.jpg,Temp_44,132.275,157.195,111.965
27.jpg,Temp_46,126.875,152.195,101.5975
27.jpg,Temp_49,146.7475,172.215,137.25
27.jpg,Temp_54,140.41,166.5725,138.715
27.jpg,Temp_60,131.8975,164.6575,145.475
27.jpg,Temp_62,123.03750000000001,154.025,136.1175
27.jpg,Temp_65,127.77,153.1875,132.37
27.jpg,Temp_71,111.0475,142.2375,130.7525
28.jpg,W_Ref,155.66,183.58,144.3
28.jpg,B_Ref,2.4375,1.8975,0.485
28.jpg,Temp_40,114.62,140.305,94.69
28.jpg,Temp_44,130.855,158.725,112.575
28.jpg,Temp_46,126.50500000000001,152.6175,102.815
28.jpg,Temp_49,145.23250000000002,173.0075,131.9025
28.jpg,Temp_54,140.1825,168.135,138.9725
28.jpg,Temp_60,131.6825,164.935,144.9475
28.jpg,Temp_62,122.33500000000001,153.76250000000002,135.9925
28.jpg,Temp_65,127.8275,152.79500000000002,130.4
28.jpg,Temp_71,112.8425,141.5325,130.6225
29.jpg,W_Ref,155.96,183.585,146.735
29.jpg,B_Ref,3.19,1.825,0.9575
29.jpg,Temp_40,112.7225,140.9975,94.94500000000001
29.jpg,Temp_44,131.6825,157.17000000000002,111.955
29.jpg,Temp_46,125.965,151.835,101.44500000000001
29.jpg,Temp_49,146.2975,172.6875,131.0025
29.jpg,Temp_54,141.28,166.845,139.5675
29.jpg,Temp_60,131.6275,164.905,145.655
29.jpg,Temp_62,125.89750000000001,152.685,136.185
29.jpg,Temp_65,127.385,152.555,131.895
29.jpg,Temp_71,114.33,142.215,131.48
30.jpg,W_Ref,156.06,183.995,144.565
30.jpg,B_Ref,2.8075,1.94,1.0125
30.jpg,Temp_40,113.7425,138.8425,99.0925
30.jpg,Temp_44,132.105,157.5075,112.1925
30.jpg,Temp_46,126.31,152.4975,103.1075
30.jpg,Temp_49,144.7075,174.0475,131.7425
30.jpg,Temp_54,140.335,167.18,139.3475
30.jpg,Temp_60,132.0425,164.7775,144.5475
30.jpg,Temp_62,123.81750000000001,153.345,135.9275
30.jpg,Temp_65,128.4175,152.57500000000002,133.1
30.jpg,Temp_71,111.11500000000001,142.02,133.49
31.jpg,W_Ref,155.595,183.3825,145.28
31.jpg,B_Ref,3.465,1.62,1.645
31.jpg,Temp_40,114.395,139.8,95.735
31.jpg,Temp_44,131.32,158.4,112.67750000000001
31.jpg,Temp_46,126.8775,153.715,102.50750000000001
31.jpg,Temp_49,145.8975,173.13,132.3375
31.jpg,Temp_54,140.87,167.865,140.235
31.jpg,Temp_60,132.26,164.68,146.14000000000001
31.jpg,Temp_62,124.4925,153.725,136.335
31.jpg,Temp_65,127.0475,152.4775,131.5575
31.jpg,Temp_71,111.5975,143.2525,131.7575
32.jpg,W_Ref,155.685,183.1175,148.04500000000002
32.jpg,B_Ref,5.0375000000000005,0.615,1.97
32.jpg,Temp_40,114.5425,138.8025,96.72500000000001
32.jpg,Temp_44,130.61,158.58,112.5925
32.jpg,Temp_46,126.1425,152.405,101.11
32.jpg,Temp_49,146.1525,173.0575,131.3
32.jpg,Temp_54,137.245,168.565,139.9875
32.jpg,Temp_60,132.97,164.335,143.6125
32.jpg,Temp_62,123.3275,154.475,136.8625
32.jpg,Temp_65,127.3425,152.675,131.9225
32.jpg,Temp_71,111.2975,143.29500000000002,131.1625
33.jpg,W_Ref,155.84,182.95000000000002,150.84
33.jpg,B_Ref,5.2525,0.4425,1.5250000000000001
33.jpg,Temp_40,114.58,139.6975,93.3125
33.jpg,Temp_44,131.925,157.9325,112.1025
33.jpg,Temp_46,126.1075,152.7875,102.9475
33.jpg,Temp_49,145.4275,172.9875,136.245
33.jpg,Temp_54,140.65,167.735,140.22
33.jpg,Temp_60,132.13,164.38,146.5075
33.jpg,Temp_62,122.4725,154.9475,137.1675
33.jpg,Temp_65,128.955,151.3725,132.665
33.jpg,Temp_71,110.255,143.6225,129.55
34.jpg,W_Ref,155.695,183.4725,145.44
34.jpg,B_Ref,4.9325,0.6275000000000001,2.065
34.jpg,Temp_40,113.0975,139.3675,97.73
34.jpg,Temp_44,131.655,158.25,112.49000000000001
34.jpg,Temp_46,126.3075,151.8525,103.995
34.jpg,Temp_49,146.2525,173.185,132.1125
34.jpg,Temp_54,141.505,166.375,139.405
34.jpg,Temp_60,131.5475,165.2825,142.7275
34.jpg,Temp_62,123.25500000000001,153.495,136.42000000000002
34.jpg,Temp_65,127.455,152.7875,130.975
34.jpg,Temp_71,110.785,142.6925,131.27
35.jpg,W_Ref,156.085,184.005,144.845
35.jpg,B_Ref,4.9625,0.5925,1.615
35.jpg,Temp_40,115.035,139.54500000000002,95.1875
35.jpg,Temp_44,130.7925,158.465,112.39
35.jpg,Temp_46,127.045,152.7925,102.0875
35.jpg,Temp_49,146.26,174.025,132.895
35.jpg,Temp_54,140.5025,167.8675,139.97
35.jpg,Temp_60,132.3975,165.2425,144.98
35.jpg,Temp_62,122.79,154.275,136.3425
35.jpg,Temp_65,128.4875,151.3075,132.23
35.jpg,Temp_71,114.0325,141.8025,131.665
36.jpg,W_Ref,155.95250000000001,183.8625,144.8525
36.jpg,B_Ref,2.63,1.81,1.495
36.jpg,Temp_40,113.45,138.45250000000001,98.045
36.jpg,Temp_44,129.525,158.2175,111.9
36.jpg,Temp_46,127.215,151.755,102.4375
36.jpg,Temp_49,145.855,173.1725,131.6375
36.jpg,Temp_54,140.22,167.4675,139.6225
36.jpg,Temp_60,132.0,164.94,145.785
36.jpg,Temp_62,124.21000000000001,153.4225,136.775
36.jpg,Temp_65,127.355,152.45000000000002,131.925
36.jpg,Temp_71,111.7025,142.7975,131.8325
37.jpg,W_Ref,156.16,183.53,148.965
37.jpg,B_Ref,2.35,1.95,0.3
37.jpg,Temp_40,114.3,139.13750000000002,99.435
37.jpg,Temp_44,131.26,159.35,113.485
37.jpg,Temp_46,127.3525,152.7925,103.0725
37.jpg,Temp_49,146.5425,174.395,133.14000000000001
37.jpg,Temp_54,140.205,167.55,140.115
37.jpg,Temp_60,131.2225,164.69,144.3725
37.jpg,Temp_62,123.3475,153.725,135.8725
37.jpg,Temp_65,126.955,152.65,131.875
37.jpg,Temp_71,111.43,142.7375,131.4025
38.jpg,W_Ref,156.08,183.61,147.755
38.jpg,B_Ref,3.4425,1.3575,2.055
38.jpg,Temp_40,114.1875,139.985,95.245
38.jpg,Temp_44,131.1225,157.9725,112.0475
38.jpg,Temp_46,126.235,152.5425,101.86500000000001
38.jpg,Temp_49,145.355,174.125,132.08
38.jpg,Temp_54,140.1775,166.6625,139.2225
38.jpg,Temp_60,135.0625,163.505,145.82
38.jpg,Temp_62,123.815,154.79,136.95250000000001
38.jpg,Temp_65,126.9825,152.5175,131.6025
38.jpg,Temp_71,111.04,143.3125,129.5575
39.jpg,W_Ref,155.9975,183.5975,147.1575
39.jpg,B_Ref,5.945,1.7375,0.47250000000000003
39.jpg,Temp_40,114.5275,139.94,94.2675
39.jpg,Temp_44,131.58,156.67000000000002,111.4575
39.jpg,Temp_46,126.06750000000001,152.9975,101.465
39.jpg,Temp_49,144.03,173.52,131.41
39.jpg,Temp_54,140.01250000000002,168.4725,139.7675
39.jpg,Temp_60,133.0325,165.835,144.02
39.jpg,Temp_62,127.08,151.76500000000001,137.1
39.jpg,Temp_65,126.0825,153.165,131.68
39.jpg,Temp_71,110.9025,143.085,129.27
40.jpg,W_Ref,155.98,183.53,147.6
40.jpg,B_Ref,4.87,0.7125,1.6525
40.jpg,Temp_40,115.0625,139.8375,95.055
40.jpg,Temp_44,132.42000000000002,157.8925,112.4975
40.jpg,Temp_46,126.3625,152.26,102.72500000000001
40.jpg,Temp_49,141.95000000000002,175.6775,137.33
40.jpg,Temp_54,140.67000000000002,167.37,138.5925
40.jpg,Temp_60,132.67000000000002,165.7975,142.83
40.jpg,Temp_62,122.72500000000001,154.3825,136.04500000000002
40.jpg,Temp_65,127.32000000000001,152.875,131.895
40.jpg,Temp_71,109.9575,142.5375,130.035
41.jpg,W_Ref,156.005,183.0725,151.31
41.jpg,B_Ref,2.8000000000000003,1.7575,1.5825
41.jpg,Temp_40,112.5875,140.3075,99.6575
41.jpg,Temp_44,132.645,158.4575,113.10000000000001
41.jpg,Temp_46,126.205,152.375,101.87
41.jpg,Temp_49,144.3725,173.8225,132.9775
41.jpg,Temp_54,140.6825,167.13750000000002,139.9225
41.jpg,Temp_60,131.71,165.58,143.415
41.jpg,Temp_62,121.83500000000001,154.52,136.2125
41.jpg,Temp_65,127.0425,152.7275,131.5725
41.jpg,Temp_71,111.69,142.9875,131.935
42.jpg,W_Ref,156.1475,183.6275,148.0825
42.jpg,B_Ref,3.225,1.425,2.05
42.jpg,Temp_40,115.125,138.175,97.85000000000001
42.jpg,Temp_44,130.895,158.5275,112.4725
42.jpg,Temp_46,127.6825,151.68,102.63
42.jpg,Temp_49,144.5025,173.8175,131.225
42.jpg,Temp_54,139.9425,168.72,140.46
42.jpg,Temp_60,132.4075,164.81,146.4025
42.jpg,Temp_62,122.79,154.08,136.2775
42.jpg,Temp_65,126.72,152.9875,131.8725
42.jpg,Temp_71,110.8875,141.915,130.8875
43.jpg,W_Ref,156.08,183.4325,148.96
43.jpg,B_Ref,3.8725,1.565,1.6125
43.jpg,Temp_40,113.96000000000001,139.0975,94.9
43.jpg,Temp_44,130.73,158.3975,112.4325
43.jpg,Temp_46,126.33,152.1025,102.7125
43.jpg,Temp_49,145.615,173.4575,131.55
43.jpg,Temp_54,137.52,169.1825,139.625
43.jpg,Temp_60,132.1175,165.48250000000002,145.7875
43.jpg,Temp_62,122.825,153.9025,136.20250000000001
43.jpg,Temp_65,127.9175,153.3,131.0425
43.jpg,Temp_71,113.2025,141.26500000000001,131.195
44.jpg,W_Ref,155.995,183.54500000000002,147.615
44.jpg,B_Ref,3.0275,1.59,1.6600000000000001
44.jpg,Temp_40,112.595,138.6325,98.465
44.jpg,Temp_44,132.11,158.5675,112.8575
44.jpg,Temp_46,127.2775,152.51250000000002,103.1425
44.jpg,Temp_49,144.9375,174.35,133.82750000000001
44.jpg,Temp_54,140.91,167.14000000000001,139.59
44.jpg,Temp_60,131.005,164.98,145.93
44.jpg,Temp_62,122.9,154.1175,135.96
44.jpg,Temp_65,128.0525,153.09,132.165
44.jpg,Temp_71,113.75750000000001,141.375,131.315
45.jpg,W_Ref,156.08,183.465,148.755
45.jpg,B_Ref,3.19,1.5025,0.5325
45.jpg,Temp_40,114.13250000000001,140.1975,96.0925
45.jpg,Temp_44,131.5825,157.5625,112.1525
45.jpg,Temp_46,126.8725,152.585,102.2675
45.jpg,Temp_49,146.4425,173.345,131.51
45.jpg,Temp_54,140.845,166.9125,139.4275
45.jpg,Temp_60,131.605,164.6875,144.87
45.jpg,Temp_62,121.775,154.345,137.29500000000002
45.jpg,Temp_65,127.985,151.7425,131.53
45.jpg,Temp_71,110.1425,142.4325,130.6
46.jpg,W_Ref,155.89000000000001,183.47,149.6
46.jpg,B_Ref,4.715,0.7225,1.43
46.jpg,Temp_40,115.0575,139.01250000000002,98.53750000000001
46.jpg,Temp_44,132.4125,158.095,112.82000000000001
46.jpg,Temp_46,126.6725,152.0275,105.235
46.jpg,Temp_49,145.835,174.0275,131.97
46.jpg,Temp_54,140.195,167.645,140.39000000000001
46.jpg,Temp_60,132.4725,164.7525,144.95250000000001
46.jpg,Temp_62,124.30250000000001,153.4125,136.26500000000001
46.jpg,Temp_65,128.1525,152.70000000000002,131.995
46.jpg,Temp_71,111.035,143.175,132.8725
47.jpg,W_Ref,156.06,183.61,147.62
47.jpg,B_Ref,3.8075,1.55,1.58
47.jpg,Temp_40,114.0625,138.3325,98.4475
47.jpg,Temp_44,132.85,157.8975,112.785
47.jpg,Temp_46,126.58500000000001,152.95000000000002,102.78750000000001
47.jpg,Temp_49,145.5275,174.4225,132.73250000000002
47.jpg,Temp_54,139.7575,166.915,139.37
47.jpg,Temp_60,132.1425,164.6275,144.52
