Image,Window,R,G,B
62.jpg,H_40,72.46000000000001,156.9325,172.59312500000001
62.jpg,H_60,49.503750000000004,141.899375,163.34
62.jpg,H_80,30.046875,100.243125,119.85125000000001
63.jpg,W_Ref,160.01,182.84875,157.41625
63.jpg,B_Ref,18.14125,17.999375,13.32
63.jpg,H_20,85.66875,156.09312500000001,163.185
63.jpg,H_40,73.598125,156.46687500000002,172.620625
63.jpg,H_60,49.69625,141.49687500000002,164.09875
63.jpg,H_80,28.59875,100.5475,119.664375
64.jpg,W_Ref,159.9925,182.9025,157.06625
64.jpg,B_Ref,18.540625000000002,18.061875,14.26125
64.jpg,H_20,86.64625,155.11375,162.5325
64.jpg,H_40,73.37125,156.7275,173.2475
64.jpg,H_60,49.0,142.241875,163.258125
64.jpg,H_80,29.341875,100.56812500000001,120.448125
65.jpg,W_Ref,159.915,182.61875,157.88125
65.jpg,B_Ref,18.990625,17.915625000000002,13.68875
65.jpg,H_20,85.75125,156.21,160.760625
65.jpg,H_40,74.130625,156.625,173.695625
65.jpg,H_60,49.236875,142.849375,163.62437500000001
65.jpg,H_80,28.229375,101.208125,120.011875
66.jpg,W_Ref,159.395,182.22625,156.705
66.jpg,B_Ref,18.340625,18.215625,13.72625
66.jpg,H_20,86.958125,154.963125,162.09062500000002
66.jpg,H_40,73.44375000000001,156.79875,172.82875
66.jpg,H_60,49.78125,141.419375,163.57750000000001
66.jpg,H_80,28.833750000000002,101.004375,119.99375
67.jpg,W_Ref,158.735,181.60375,155.78125
67.jpg,B_Ref,18.410625,18.01875,15.1225
67.jpg,H_20,85.825,155.5225,163.32500000000002
67.jpg,H_40,74.535,157.138125,172.52
67.jpg,H_60,48.7325,142.150625,165.83125
67.jpg,H_80,29.910625,101.08437500000001,120.025
68.jpg,W_Ref,158.18,181.41375,155.54500000000002
68.jpg,B_Ref,18.8775,18.07375,12.76875
68.jpg,H_20,86.816875,155.4975,161.164375
68.jpg,H_40,73.73375,157.599375,173.56125
68.jpg,H_60,49.234375,142.388125,164.031875
68.jpg,H_80,29.035625,101.1225,119.94
69.jpg,W_Ref,158.585,181.47625,155.915
69.jpg,B_Ref,18.381875,18.295,13.6125
69.jpg,H_20,86.10625,156.45375,162.695
69.jpg,H_40,75.61125,157.895625,175.1325
69.jpg,H_60,49.28375,143.03375,166.30937500000002
69.jpg,H_80,28.765625,101.919375,120.9425
70.jpg,W_Ref,158.185,181.07625000000002,155.535
70.jpg,B_Ref,18.180625,17.890625,13.09875
70.jpg,H_20,86.6775,155.62875,163.99375
70.jpg,H_40,73.966875,158.424375,174.4375
70.jpg,H_60,50.841875,142.643125,165.165625
70.jpg,H_80,29.535625,101.545,120.78
71.jpg,W_Ref,158.258125,181.133125,155.993125
71.jpg,B_Ref,17.780625,18.405625,13.54875
71.jpg,H_20,86.96875,156.236875,163.9925
71.jpg,H_40,75.6725,158.12,173.898125
71.jpg,H_60,51.055,142.71,166.3325
71.jpg,H_80,29.843125,101.9725,120.6725
72.jpg,W_Ref,158.29125,181.369375,155.285625
72.jpg,B_Ref,18.500625,18.57125,13.054375
72.jpg,H_20,87.486875,155.715,161.65375
72.jpg,H_40,73.825,158.480625,175.6325
72.jpg,H_60,49.450625,143.38125,165.721875
72.jpg,H_80,29.735625,102.28812500000001,121.563125
73.jpg,W_Ref,158.375,181.3525,154.83
73.jpg,B_Ref,19.150000000000002,18.0775,12.92125
73.jpg,H_20,85.85875,156.90625,162.009375
73.jpg,H_40,74.9925,158.7275,175.696875
73.jpg,H_60,50.521875,143.19125,165.50125
73.jpg,H_80,30.490625,101.2925,120.643125
74.jpg,W_Ref,158.425,181.39125,155.08875
74.jpg,B_Ref,18.22625,18.26375,12.75125
74.jpg,H_20,86.22562500000001,156.408125,163.978125
74.jpg,H_40,75.33500000000001,158.863125,175.84875
74.jpg,H_60,50.019375000000004,143.8,166.69
74.jpg,H_80,29.493125,101.815,120.816875
75.jpg,W_Ref,158.2375,181.225,155.69
75.jpg,B_Ref,18.979375,17.698125,12.7725
75.jpg,H_20,87.571875,155.89125,163.88625
75.jpg,H_40,74.32125,158.914375,176.490625
75.jpg,H_60,50.135625000000005,143.665625,166.49625
75.jpg,H_80,29.990000000000002,102.03125,121.016875
76.jpg,W_Ref,158.17000000000002,181.48250000000002,154.15875
76.jpg,B_Ref,17.72875,18.174375,14.393125
76.jpg,H_20,87.466875,155.731875,163.744375
76.jpg,H_40,73.91,158.919375,175.909375
76.jpg,H_60,49.15875,143.89875,167.30937500000002
76.jpg,H_80,29.1,102.21625,120.89625000000001
77.jpg,W_Ref,157.695625,181.5875,155.52375
77.jpg,B_Ref,19.101875,18.087500000000002,13.59125
77.jpg,H_20,88.383125,156.010625,162.905
77.jpg,H_40,75.7825,158.46375,174.429375
77.jpg,H_60,49.84,143.57,166.5475
77.jpg,H_80,29.583125,101.706875,121.5575
78.jpg,W_Ref,158.1975,181.10750000000002,155.27125
78.jpg,B_Ref,18.516875,18.37375,13.59125
78.jpg,H_20,87.44625,155.964375,162.964375
78.jpg,H_40,74.516875,158.61625,174.72875
78.jpg,H_60,50.5225,143.05375,166.20250000000001
78.jpg,H_80,29.051875,102.096875,120.995
79.jpg,W_Ref,158.1275,181.20125000000002,154.70000000000002
79.jpg,B_Ref,18.150000000000002,18.63875,12.90875
79.jpg,H_20,87.230625,156.10750000000002,161.5025
79.jpg,H_40,74.67375,158.70875,175.40375
79.jpg,H_60,50.628750000000004,142.673125,166.25875
79.jpg,H_80,29.475625,102.00687500000001,120.984375
80.jpg,W_Ref,158.065,180.99375,155.15125
80.jpg,B_Ref,18.64125,18.14,14.265
80.jpg,H_20,87.790625,155.4775,163.133125
