Fecha,Sensor,R,G,B
20260418,1,129.36997092750633,93.20303854449968,107.59420425771359
20260418,2,131.59024435394298,92.03295075897816,108.33246945575713
20260418,3,121.34569209039547,84.2069209039548,102.86979166666667
20260418,W_Ref,194.4664,193.4384,190.7592
20260418,B_Ref,64.9236,69.0296,77.9932
20260418,4,122.16763654925983,85.91556916794283,98.03164880040838
20260418,5,125.71824344238138,84.78455643972886,102.1619019550054
20260418,6,180.98304770727188,163.78601204261233,163.74849467345993
20260419,W_Ref,188.61205621301775,187.60207100591717,185.43306213017752
20260419,B_Ref,37.873520710059175,40.42085798816568,51.880917159763314
20260419,1,103.8569056185995,56.34246701725251,67.90294307592951
20260419,2,117.27420257414661,64.04346204066405,77.12133930236897
20260419,3,112.77773644564307,58.338417185901605,74.47809913512508
20260419,W_Ref,191.25102880658437,190.2469135802469,186.2482853223594
20260419,B_Ref,41.57133058984911,43.86488340192044,55.607338820301784
20260419,4,113.73308171684367,65.12964100763627,74.40849644518563
20260419,5,121.08903327772411,64.2023004653613,76.64263763280358
20260419,6,182.10991957104557,156.10296581769438,152.41169571045577
20260422,W_Ref,191.27599243856332,190.4328922495274,188.43052930056712
20260422,B_Ref,43.81947069943289,47.53875236294896,56.51512287334594
20260422,1,113.88712278276894,63.446556093066114,74.63360976733472
20260422,2,127.2420009013069,71.08787742226228,84.71777827850383
20260422,3,122.75449735449736,63.3704761904762,79.92730158730159
20260422,W_Ref,189.1476,188.0144,185.4928
20260422,B_Ref,43.422,46.1684,56.0764
20260422,4,114.1171153468265,62.21664374140303,72.81597563371979
20260422,5,122.1627140974967,63.40739695087521,77.36457745153398
20260422,6,181.08924444444446,152.27502222222222,150.75102222222222
20260425,W_Ref,174.04390495867767,168.43336776859505,165.63688016528926
20260425,B_Ref,44.200413223140494,43.88636363636363,51.46849173553719
20260425,1,98.85882956878851,59.615118069815196,70.13449691991786
20260425,2,106.43407146451938,65.97169099144439,81.60593860090589
20260425,3,95.83244586439474,52.87871257839309,73.84013726186251
20260425,W_Ref,177.23771266540643,168.2641776937618,162.74149338374292
20260425,B_Ref,43.09073724007561,42.14177693761815,48.0226843100189
20260425,4,100.14790590935169,56.48284566838784,62.35983935742972
20260425,5,108.40985200388894,63.647834071513444,76.93053905152857
20260425,6,164.6819228843265,144.04596895343013,144.94191286930396
20260429,W_Ref,163.32797731569,150.14839319470698,142.23487712665406
20260429,B_Ref,37.194706994328925,36.19281663516068,42.25897920604915
20260429,1,86.9713270432545,49.28807744149001,56.05281215537312
20260429,2,96.55269799302968,60.735368345150825,73.75519769258503
20260429,3,93.53153254972875,57.92099909584087,78.87748643761302
20260429,W_Ref,163.5172,149.9236,138.7168
20260429,B_Ref,36.9824,35.0984,40.4116
20260429,4,87.77460443825255,46.78973032142501,50.512488804856204
20260429,5,93.26738072054528,55.33310613437196,67.71071080817916
20260429,6,154.99353489256512,136.30490587564177,139.20507701083855
20260501,W_Ref,165.97164461247638,152.2367674858223,142.9711720226843
20260501,B_Ref,38.668241965973536,35.23818525519849,39.045368620037806
20260501,1,87.67147717939693,49.143259415698694,57.50921037193476
20260501,2,94.99813650128115,57.15525273701375,71.03575588166784
20260501,3,84.42942017823744,45.48542193860711,65.56980966002861
20260501,W_Ref,163.3753698224852,146.89312130177515,133.1342455621302
20260501,B_Ref,34.97189349112426,32.17418639053255,32.75406804733728
20260501,4,81.5259245992657,37.975194770305365,40.26990239097341
20260501,5,87.25830423493598,46.429581878413465,56.99167338168144
20260501,6,153.45954721746187,131.55533507711735,134.69234238297105
20260503,W_Ref,174.49778106508876,163.60133136094674,153.87943786982248
20260503,B_Ref,41.93639053254438,40.1301775147929,44.45636094674556
20260503,1,87.42877828054299,46.1910407239819,54.1268778280543
20260503,2,98.73905076049111,58.20166758292102,72.97736851750047
20260503,3,94.85942962281509,53.69512419503219,74.96053357865685
20260503,W_Ref,178.1280718336484,167.83175803402648,157.9258034026465
20260503,B_Ref,41.715973534971646,40.756616257088844,45.6687145557656
20260503,4,97.66361478467277,53.469876794393585,60.88210692890245
20260503,5,98.0065782138477,56.56472293455235,72.72917828074479
20260503,6,158.4282565340611,137.4256324131416,140.37787341240684
20260506,W_Ref,164.67761479591837,148.94802295918367,133.60554846938774
20260506,B_Ref,35.484693877551024,32.00669642857143,32.59566326530612
20260506,1,68.66810966810966,30.11175244508578,34.19063652396986
20260506,2,79.79486752207966,42.360939843359446,53.067322112981174
20260506,3,76.50590897661554,40.60321850641187,59.74360908557539
20260506,W_Ref,171.3659122085048,155.94067215363512,138.89609053497944
20260506,B_Ref,37.07818930041152,34.09842249657064,32.39471879286694
20260506,4,73.78388779611734,30.026853673137776,32.6145557170957
20260506,5,86.2803923255614,48.72184461842898,59.738449625742064
20260506,6,156.34834504359603,135.47752476085668,135.99415897739777
20260508,W_Ref,166.80121527777777,149.92621527777777,139.78385416666666
20260508,B_Ref,33.825954861111114,35.83116319444444,43.541232638888886
20260508,1,88.5919585538912,51.686676427525626,63.00349138416489
